sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Female;*;White;Divorced;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Craft-repair;>50K
Male;*;White;Never-married;9th;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;11th;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;Germany;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Bachelors;India;*;Adm-clerical;<=50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;11th;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Sales;<=50K
Male;*;Black;Married-civ-spouse;Some-college;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-spouse-absent;Doctorate;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Transport-moving;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;White;Divorced;Bachelors;United-States;*;Craft-repair;<=50K
Male;*;White;Widowed;7th-8th;United-States;*;Farming-fishing;<=50K
Female;*;White;Married-civ-spouse;HS-grad;Iran;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Never-married;11th;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;12th;United-States;*;Other-service;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Separated;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;Masters;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Farming-fishing;>50K
Male;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Never-married;11th;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Married-civ-spouse;Bachelors;Puerto-Rico;*;Sales;<=50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;>50K
Female;*;Black;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Female;*;Amer-Indian-Eskimo;Divorced;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Female;*;Black;Never-married;Some-college;Jamaica;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Craft-repair;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-spouse-absent;10th;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Divorced;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Female;*;Black;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Protective-serv;<=50K
Male;*;White;Never-married;5th-6th;Mexico;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Sales;>50K
Male;*;White;Never-married;7th-8th;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Divorced;Doctorate;United-States;*;Prof-specialty;>50K
Female;*;Black;Separated;12th;United-States;*;Priv-house-serv;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Married-civ-spouse;Doctorate;United-States;*;Prof-specialty;>50K
Female;*;White;Never-married;11th;United-States;*;Priv-house-serv;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Exec-managerial;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Farming-fishing;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Never-married;Assoc-acdm;United-States;*;Other-service;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Assoc-acdm;Hong;*;Protective-serv;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;7th-8th;United-States;*;Sales;<=50K
Male;*;White;Never-married;Assoc-acdm;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Tech-support;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;Black;Married-civ-spouse;Assoc-acdm;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;>50K
Female;*;White;Never-married;Assoc-voc;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;Ireland;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Divorced;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Philippines;*;Other-service;>50K
Female;*;White;Never-married;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Protective-serv;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Prof-specialty;>50K
Female;*;White;Separated;12th;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Craft-repair;<=50K
Male;*;Black;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Other-service;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Bachelors;South;*;Exec-managerial;>50K
Male;*;White;Divorced;9th;United-States;*;Transport-moving;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Bachelors;Italy;*;Adm-clerical;<=50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Tech-support;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Asian-Pac-Islander;Never-married;Some-college;South;*;Sales;<=50K
Female;*;White;Never-married;Assoc-voc;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Exec-managerial;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;White;Separated;9th;United-States;*;Craft-repair;<=50K
Female;*;White;Married-spouse-absent;Bachelors;Ireland;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;Black;Married-civ-spouse;Assoc-voc;United-States;*;Craft-repair;<=50K
Female;*;Black;Separated;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Never-married;12th;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Female;*;Black;Divorced;10th;United-States;*;Other-service;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Female;*;White;Divorced;Masters;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Separated;Some-college;England;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;1st-4th;Mexico;*;Farming-fishing;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;9th;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;Amer-Indian-Eskimo;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;Assoc-voc;United-States;*;Sales;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Some-college;Italy;*;Craft-repair;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Philippines;*;Other-service;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Separated;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;Black;Never-married;HS-grad;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Tech-support;>50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Doctorate;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;7th-8th;United-States;*;Craft-repair;<=50K
Female;*;White;Widowed;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;Black;Married-civ-spouse;10th;United-States;*;Transport-moving;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;11th;United-States;*;Other-service;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;HS-grad;United-States;*;Tech-support;>50K
Female;*;White;Married-spouse-absent;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Sales;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;White;Divorced;Assoc-acdm;Germany;*;Adm-clerical;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;India;*;Handlers-cleaners;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;5th-6th;Mexico;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Craft-repair;>50K
Male;*;White;Never-married;Preschool;Dominican-Republic;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Separated;Some-college;Peru;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Tech-support;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;Masters;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-spouse-absent;Masters;United-States;*;Exec-managerial;>50K
Male;*;Black;Married-civ-spouse;Some-college;United-States;*;Protective-serv;>50K
Female;*;White;Married-civ-spouse;HS-grad;United-States;*;Adm-clerical;>50K
Male;*;White;Separated;HS-grad;United-States;*;Transport-moving;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Separated;HS-grad;United-States;*;Transport-moving;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Tech-support;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Female;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Divorced;Prof-school;United-States;*;Prof-specialty;>50K
Female;*;White;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Divorced;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;9th;Mexico;*;Sales;<=50K
Female;*;White;Separated;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;Bachelors;Vietnam;*;Adm-clerical;<=50K
Male;*;White;Never-married;11th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Female;*;Black;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Craft-repair;>50K
Male;*;Amer-Indian-Eskimo;Married-civ-spouse;9th;United-States;*;Farming-fishing;<=50K
Male;*;Asian-Pac-Islander;Never-married;Some-college;Puerto-Rico;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;5th-6th;United-States;*;Craft-repair;>50K
Female;*;White;Never-married;1st-4th;Mexico;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Farming-fishing;>50K
Male;*;White;Never-married;Bachelors;United-States;*;Other-service;<=50K
Male;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Divorced;Assoc-voc;United-States;*;Exec-managerial;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;Black;Married-civ-spouse;Bachelors;United-States;*;Protective-serv;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;>50K
Female;*;White;Married-civ-spouse;Some-college;United-States;*;Other-service;<=50K
Female;*;White;Divorced;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Divorced;Masters;Peru;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;>50K
Female;*;White;Widowed;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Separated;Some-college;United-States;*;Tech-support;<=50K
Male;*;Black;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;>50K
Female;*;White;Separated;Some-college;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Sales;<=50K
Female;*;Asian-Pac-Islander;Married-spouse-absent;9th;Vietnam;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Transport-moving;<=50K
Female;*;Asian-Pac-Islander;Never-married;Bachelors;South;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Assoc-acdm;United-States;*;Protective-serv;>50K
Male;*;White;Separated;Some-college;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Sales;<=50K
Male;*;Asian-Pac-Islander;Divorced;Assoc-acdm;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Protective-serv;>50K
Female;*;White;Never-married;Some-college;Mexico;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Handlers-cleaners;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Protective-serv;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Never-married;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Male;*;White;Never-married;Masters;United-States;*;Prof-specialty;<=50K
Female;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Handlers-cleaners;<=50K
Female;*;Asian-Pac-Islander;Never-married;Bachelors;Philippines;*;Adm-clerical;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;Black;Never-married;7th-8th;United-States;*;Farming-fishing;<=50K
Male;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Female;*;Black;Separated;5th-6th;Puerto-Rico;*;Sales;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Male;*;White;Never-married;11th;Mexico;*;Craft-repair;<=50K
Female;*;White;Never-married;HS-grad;Puerto-Rico;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Female;*;White;Married-civ-spouse;HS-grad;Germany;*;Adm-clerical;>50K
Female;*;White;Divorced;Bachelors;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Divorced;Assoc-voc;United-States;*;Transport-moving;<=50K
Female;*;Black;Never-married;Some-college;United-States;*;Sales;<=50K
Male;*;Black;Married-civ-spouse;HS-grad;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;Black;Married-civ-spouse;Assoc-acdm;United-States;*;Farming-fishing;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Prof-specialty;<=50K
Female;*;White;Never-married;Some-college;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;10th;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Sales;<=50K
Male;*;White;Married-civ-spouse;Bachelors;Italy;*;Exec-managerial;>50K
Male;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Other-service;<=50K
Female;*;White;Divorced;Prof-school;United-States;*;Prof-specialty;<=50K
Female;*;Black;Divorced;HS-grad;United-States;*;Adm-clerical;<=50K
Female;*;White;Never-married;Bachelors;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Exec-managerial;>50K
Female;*;White;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;Black;Never-married;12th;United-States;*;Other-service;<=50K
Male;*;White;Never-married;5th-6th;Mexico;*;Other-service;<=50K
Female;*;White;Never-married;10th;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Farming-fishing;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Handlers-cleaners;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Female;*;White;Never-married;Bachelors;United-States;*;Sales;<=50K
Female;*;White;Widowed;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;10th;United-States;*;Other-service;<=50K
Female;*;Black;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;Black;Never-married;12th;United-States;*;Other-service;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-spouse-absent;Bachelors;United-States;*;Sales;>50K
Female;*;White;Never-married;Some-college;United-States;*;Prof-specialty;<=50K
Male;*;White;Married-civ-spouse;Prof-school;United-States;*;Prof-specialty;>50K
Male;*;White;Divorced;Assoc-voc;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;Assoc-voc;United-States;*;Exec-managerial;<=50K
Male;*;White;Divorced;Some-college;Puerto-Rico;*;Craft-repair;>50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Sales;>50K
Female;*;Black;Never-married;HS-grad;United-States;*;Machine-op-inspct;<=50K
Female;*;Black;Divorced;Some-college;United-States;*;Adm-clerical;<=50K
Female;*;White;Divorced;9th;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;11th;United-States;*;Protective-serv;>50K
Female;*;White;Divorced;Bachelors;United-States;*;Exec-managerial;<=50K
Male;*;White;Divorced;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Never-married;Masters;United-States;*;Farming-fishing;<=50K
Male;*;White;Divorced;HS-grad;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Sales;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Adm-clerical;<=50K
Male;*;White;Never-married;Some-college;United-States;*;Other-service;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Machine-op-inspct;<=50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Craft-repair;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Farming-fishing;>50K
Male;*;White;Divorced;7th-8th;United-States;*;Transport-moving;<=50K
Male;*;White;Married-civ-spouse;Some-college;United-States;*;Adm-clerical;<=50K
Male;*;White;Married-civ-spouse;Masters;United-States;*;Exec-managerial;>50K
Male;*;Asian-Pac-Islander;Married-civ-spouse;HS-grad;China;*;Other-service;<=50K
Female;*;White;Never-married;HS-grad;United-States;*;Exec-managerial;<=50K
Male;*;White;Married-civ-spouse;Bachelors;United-States;*;Prof-specialty;>50K
Male;*;White;Married-civ-spouse;HS-grad;United-States;*;Exec-managerial;>50K
